"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Broomfield County, CO"	"08014"	"2014"	"2014"	"85+ years"	"85+"	109	915	11912.6
	"Broomfield County, CO"	"08014"	"2015"	"2015"	"45-54 years"	"45-54"	25	9232	270.8
	"Broomfield County, CO"	"08014"	"2015"	"2015"	"55-64 years"	"55-64"	38	7626	498.3
	"Broomfield County, CO"	"08014"	"2015"	"2015"	"65-74 years"	"65-74"	58	4890	1186.1
	"Broomfield County, CO"	"08014"	"2015"	"2015"	"75-84 years"	"75-84"	77	2257	3411.6
	"Broomfield County, CO"	"08014"	"2015"	"2015"	"85+ years"	"85+"	163	984	16565.0
	"Broomfield County, CO"	"08014"	"2016"	"2016"	"25-34 years"	"25-34"	11	9792	Unreliable
	"Broomfield County, CO"	"08014"	"2016"	"2016"	"45-54 years"	"45-54"	29	9526	304.4
	"Broomfield County, CO"	"08014"	"2016"	"2016"	"55-64 years"	"55-64"	32	7754	412.7
	"Broomfield County, CO"	"08014"	"2016"	"2016"	"65-74 years"	"65-74"	60	5219	1149.6
	"Broomfield County, CO"	"08014"	"2016"	"2016"	"75-84 years"	"75-84"	82	2312	3546.7
	"Broomfield County, CO"	"08014"	"2016"	"2016"	"85+ years"	"85+"	116	1064	10902.3
	"Broomfield County, CO"	"08014"	"2017"	"2017"	"25-34 years"	"25-34"	11	10287	Unreliable
	"Broomfield County, CO"	"08014"	"2017"	"2017"	"35-44 years"	"35-44"	12	10172	Unreliable
	"Broomfield County, CO"	"08014"	"2017"	"2017"	"45-54 years"	"45-54"	17	9677	Unreliable
	"Broomfield County, CO"	"08014"	"2017"	"2017"	"55-64 years"	"55-64"	32	7892	405.5
	"Broomfield County, CO"	"08014"	"2017"	"2017"	"65-74 years"	"65-74"	71	5522	1285.8
	"Broomfield County, CO"	"08014"	"2017"	"2017"	"75-84 years"	"75-84"	93	2494	3728.9
	"Broomfield County, CO"	"08014"	"2017"	"2017"	"85+ years"	"85+"	124	1039	11934.6
	"Chaffee County, CO"	"08015"	"1999"	"1999"	"55-64 years"	"55-64"	10	1817	Unreliable
	"Chaffee County, CO"	"08015"	"1999"	"1999"	"65-74 years"	"65-74"	25	1573	1589.3
	"Chaffee County, CO"	"08015"	"1999"	"1999"	"75-84 years"	"75-84"	40	868	4608.3
	"Chaffee County, CO"	"08015"	"1999"	"1999"	"85+ years"	"85+"	41	266	15413.5
	"Chaffee County, CO"	"08015"	"2000"	"2000"	"35-44 years"	"35-44"	11	2586	Unreliable
	"Chaffee County, CO"	"08015"	"2000"	"2000"	"55-64 years"	"55-64"	16	1865	Unreliable
	"Chaffee County, CO"	"08015"	"2000"	"2000"	"65-74 years"	"65-74"	29	1604	1808.0
	"Chaffee County, CO"	"08015"	"2000"	"2000"	"75-84 years"	"75-84"	41	888	4617.1
	"Chaffee County, CO"	"08015"	"2000"	"2000"	"85+ years"	"85+"	40	270	14814.8
	"Chaffee County, CO"	"08015"	"2001"	"2001"	"55-64 years"	"55-64"	11	1960	Unreliable
	"Chaffee County, CO"	"08015"	"2001"	"2001"	"65-74 years"	"65-74"	25	1614	1548.9
	"Chaffee County, CO"	"08015"	"2001"	"2001"	"75-84 years"	"75-84"	49	934	5246.3
	"Chaffee County, CO"	"08015"	"2001"	"2001"	"85+ years"	"85+"	43	302	14238.4
	"Chaffee County, CO"	"08015"	"2002"	"2002"	"55-64 years"	"55-64"	15	2169	Unreliable
	"Chaffee County, CO"	"08015"	"2002"	"2002"	"65-74 years"	"65-74"	26	1621	1603.9
	"Chaffee County, CO"	"08015"	"2002"	"2002"	"75-84 years"	"75-84"	52	954	5450.7
	"Chaffee County, CO"	"08015"	"2002"	"2002"	"85+ years"	"85+"	57	304	18750.0
	"Chaffee County, CO"	"08015"	"2003"	"2003"	"45-54 years"	"45-54"	10	2868	Unreliable
	"Chaffee County, CO"	"08015"	"2003"	"2003"	"65-74 years"	"65-74"	21	1692	1241.1
	"Chaffee County, CO"	"08015"	"2003"	"2003"	"75-84 years"	"75-84"	46	977	4708.3
	"Chaffee County, CO"	"08015"	"2003"	"2003"	"85+ years"	"85+"	41	296	13851.4
	"Chaffee County, CO"	"08015"	"2004"	"2004"	"55-64 years"	"55-64"	12	2371	Unreliable
	"Chaffee County, CO"	"08015"	"2004"	"2004"	"65-74 years"	"65-74"	29	1703	1702.9
	"Chaffee County, CO"	"08015"	"2004"	"2004"	"75-84 years"	"75-84"	38	1024	3710.9
	"Chaffee County, CO"	"08015"	"2004"	"2004"	"85+ years"	"85+"	40	323	12383.9
	"Chaffee County, CO"	"08015"	"2005"	"2005"	"55-64 years"	"55-64"	12	2523	Unreliable
	"Chaffee County, CO"	"08015"	"2005"	"2005"	"65-74 years"	"65-74"	27	1659	1627.5
	"Chaffee County, CO"	"08015"	"2005"	"2005"	"75-84 years"	"75-84"	43	1047	4107.0
	"Chaffee County, CO"	"08015"	"2005"	"2005"	"85+ years"	"85+"	50	326	15337.4
	"Chaffee County, CO"	"08015"	"2006"	"2006"	"45-54 years"	"45-54"	12	2951	Unreliable
	"Chaffee County, CO"	"08015"	"2006"	"2006"	"55-64 years"	"55-64"	23	2682	857.6
	"Chaffee County, CO"	"08015"	"2006"	"2006"	"65-74 years"	"65-74"	26	1700	1529.4
	"Chaffee County, CO"	"08015"	"2006"	"2006"	"75-84 years"	"75-84"	52	1035	5024.2
	"Chaffee County, CO"	"08015"	"2006"	"2006"	"85+ years"	"85+"	40	337	11869.4
	"Chaffee County, CO"	"08015"	"2007"	"2007"	"45-54 years"	"45-54"	11	2951	Unreliable
	"Chaffee County, CO"	"08015"	"2007"	"2007"	"55-64 years"	"55-64"	23	2835	811.3
	"Chaffee County, CO"	"08015"	"2007"	"2007"	"65-74 years"	"65-74"	25	1784	1401.3
	"Chaffee County, CO"	"08015"	"2007"	"2007"	"75-84 years"	"75-84"	49	1022	4794.5
	"Chaffee County, CO"	"08015"	"2007"	"2007"	"85+ years"	"85+"	46	355	12957.7
	"Chaffee County, CO"	"08015"	"2008"	"2008"	"45-54 years"	"45-54"	12	2918	Unreliable
	"Chaffee County, CO"	"08015"	"2008"	"2008"	"55-64 years"	"55-64"	17	2926	Unreliable
	"Chaffee County, CO"	"08015"	"2008"	"2008"	"65-74 years"	"65-74"	36	1862	1933.4
	"Chaffee County, CO"	"08015"	"2008"	"2008"	"75-84 years"	"75-84"	40	1036	3861.0
	"Chaffee County, CO"	"08015"	"2008"	"2008"	"85+ years"	"85+"	44	377	11671.1
	"Chaffee County, CO"	"08015"	"2009"	"2009"	"45-54 years"	"45-54"	11	2904	Unreliable
	"Chaffee County, CO"	"08015"	"2009"	"2009"	"55-64 years"	"55-64"	17	3016	Unreliable
	"Chaffee County, CO"	"08015"	"2009"	"2009"	"65-74 years"	"65-74"	27	1962	1376.1
	"Chaffee County, CO"	"08015"	"2009"	"2009"	"75-84 years"	"75-84"	32	1065	3004.7
	"Chaffee County, CO"	"08015"	"2009"	"2009"	"85+ years"	"85+"	42	396	10606.1
	"Chaffee County, CO"	"08015"	"2010"	"2010"	"45-54 years"	"45-54"	13	2855	Unreliable
	"Chaffee County, CO"	"08015"	"2010"	"2010"	"55-64 years"	"55-64"	18	3130	Unreliable
	"Chaffee County, CO"	"08015"	"2010"	"2010"	"65-74 years"	"65-74"	35	2018	1734.4
	"Chaffee County, CO"	"08015"	"2010"	"2010"	"75-84 years"	"75-84"	41	1105	3710.4
	"Chaffee County, CO"	"08015"	"2010"	"2010"	"85+ years"	"85+"	60	400	15000.0
	"Chaffee County, CO"	"08015"	"2011"	"2011"	"45-54 years"	"45-54"	10	2723	Unreliable
	"Chaffee County, CO"	"08015"	"2011"	"2011"	"55-64 years"	"55-64"	22	3239	679.2
	"Chaffee County, CO"	"08015"	"2011"	"2011"	"65-74 years"	"65-74"	22	2102	1046.6
	"Chaffee County, CO"	"08015"	"2011"	"2011"	"75-84 years"	"75-84"	41	1161	3531.4
	"Chaffee County, CO"	"08015"	"2011"	"2011"	"85+ years"	"85+"	47	410	11463.4
	"Chaffee County, CO"	"08015"	"2012"	"2012"	"55-64 years"	"55-64"	24	3261	736.0
	"Chaffee County, CO"	"08015"	"2012"	"2012"	"65-74 years"	"65-74"	30	2254	1331.0
	"Chaffee County, CO"	"08015"	"2012"	"2012"	"75-84 years"	"75-84"	42	1183	3550.3
	"Chaffee County, CO"	"08015"	"2012"	"2012"	"85+ years"	"85+"	66	410	16097.6
	"Chaffee County, CO"	"08015"	"2013"	"2013"	"45-54 years"	"45-54"	13	2513	Unreliable
	"Chaffee County, CO"	"08015"	"2013"	"2013"	"55-64 years"	"55-64"	21	3292	637.9
	"Chaffee County, CO"	"08015"	"2013"	"2013"	"65-74 years"	"65-74"	36	2442	1474.2
	"Chaffee County, CO"	"08015"	"2013"	"2013"	"75-84 years"	"75-84"	39	1189	3280.1
	"Chaffee County, CO"	"08015"	"2013"	"2013"	"85+ years"	"85+"	54	431	12529.0
	"Chaffee County, CO"	"08015"	"2014"	"2014"	"55-64 years"	"55-64"	27	3246	831.8
	"Chaffee County, CO"	"08015"	"2014"	"2014"	"65-74 years"	"65-74"	46	2571	1789.2
	"Chaffee County, CO"	"08015"	"2014"	"2014"	"75-84 years"	"75-84"	41	1191	3442.5
	"Chaffee County, CO"	"08015"	"2014"	"2014"	"85+ years"	"85+"	42	456	9210.5
	"Chaffee County, CO"	"08015"	"2015"	"2015"	"55-64 years"	"55-64"	27	3216	839.6
	"Chaffee County, CO"	"08015"	"2015"	"2015"	"65-74 years"	"65-74"	34	2703	1257.9
	"Chaffee County, CO"	"08015"	"2015"	"2015"	"75-84 years"	"75-84"	47	1192	3943.0
	"Chaffee County, CO"	"08015"	"2015"	"2015"	"85+ years"	"85+"	76	471	16135.9
	"Chaffee County, CO"	"08015"	"2016"	"2016"	"45-54 years"	"45-54"	12	2416	Unreliable
	"Chaffee County, CO"	"08015"	"2016"	"2016"	"55-64 years"	"55-64"	26	3321	782.9
	"Chaffee County, CO"	"08015"	"2016"	"2016"	"65-74 years"	"65-74"	33	2838	1162.8
	"Chaffee County, CO"	"08015"	"2016"	"2016"	"75-84 years"	"75-84"	56	1209	4631.9
	"Chaffee County, CO"	"08015"	"2016"	"2016"	"85+ years"	"85+"	46	484	9504.1
	"Chaffee County, CO"	"08015"	"2017"	"2017"	"45-54 years"	"45-54"	11	2407	Unreliable
	"Chaffee County, CO"	"08015"	"2017"	"2017"	"55-64 years"	"55-64"	13	3380	Unreliable
	"Chaffee County, CO"	"08015"	"2017"	"2017"	"65-74 years"	"65-74"	34	3015	1127.7
	"Chaffee County, CO"	"08015"	"2017"	"2017"	"75-84 years"	"75-84"	43	1290	3333.3
	"Chaffee County, CO"	"08015"	"2017"	"2017"	"85+ years"	"85+"	66	527	12523.7
	"Cheyenne County, CO"	"08017"	"2002"	"2002"	"85+ years"	"85+"	21	60	35000.0
	"Cheyenne County, CO"	"08017"	"2003"	"2003"	"75-84 years"	"75-84"	12	150	Unreliable
	"Cheyenne County, CO"	"08017"	"2003"	"2003"	"85+ years"	"85+"	10	57	Unreliable
	"Cheyenne County, CO"	"08017"	"2005"	"2005"	"85+ years"	"85+"	13	63	Unreliable
	"Cheyenne County, CO"	"08017"	"2009"	"2009"	"85+ years"	"85+"	16	71	Unreliable
	"Cheyenne County, CO"	"08017"	"2011"	"2011"	"85+ years"	"85+"	13	74	Unreliable
	"Cheyenne County, CO"	"08017"	"2013"	"2013"	"85+ years"	"85+"	11	67	Unreliable
	"Cheyenne County, CO"	"08017"	"2015"	"2015"	"85+ years"	"85+"	10	69	Unreliable
	"Cheyenne County, CO"	"08017"	"2017"	"2017"	"85+ years"	"85+"	10	65	Unreliable
	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"75-84 years"	"75-84"	11	197	Unreliable
	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"75-84 years"	"75-84"	16	193	Unreliable
	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"65-74 years"	"65-74"	11	465	Unreliable
	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"75-84 years"	"75-84"	11	223	Unreliable
	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"45-54 years"	"45-54"	11	1932	Unreliable
	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"65-74 years"	"65-74"	10	458	Unreliable
	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"75-84 years"	"75-84"	10	218	Unreliable
	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"85+ years"	"85+"	15	81	Unreliable
	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"55-64 years"	"55-64"	11	1176	Unreliable
	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"85+ years"	"85+"	15	82	Unreliable
	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"65-74 years"	"65-74"	11	511	Unreliable
	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"55-64 years"	"55-64"	10	1360	Unreliable
	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"75-84 years"	"75-84"	10	215	Unreliable
	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"55-64 years"	"55-64"	14	1652	Unreliable
	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"55-64 years"	"55-64"	17	1797	Unreliable
	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"65-74 years"	"65-74"	11	793	Unreliable
	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"85+ years"	"85+"	12	73	Unreliable
	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"75-84 years"	"75-84"	12	288	Unreliable
	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"85+ years"	"85+"	14	85	Unreliable
	"Clear Creek County, CO"	"08019"	"2012"	"2012"	"55-64 years"	"55-64"	14	1858	Unreliable
	"Clear Creek County, CO"	"08019"	"2012"	"2012"	"75-84 years"	"75-84"	10	310	Unreliable
	"Clear Creek County, CO"	"08019"	"2013"	"2013"	"55-64 years"	"55-64"	10	1913	Unreliable
	"Clear Creek County, CO"	"08019"	"2013"	"2013"	"75-84 years"	"75-84"	10	343	Unreliable
	"Clear Creek County, CO"	"08019"	"2013"	"2013"	"85+ years"	"85+"	10	111	Unreliable
	"Clear Creek County, CO"	"08019"	"2014"	"2014"	"65-74 years"	"65-74"	12	1171	Unreliable
	"Clear Creek County, CO"	"08019"	"2014"	"2014"	"75-84 years"	"75-84"	16	357	Unreliable
	"Clear Creek County, CO"	"08019"	"2014"	"2014"	"85+ years"	"85+"	15	119	Unreliable
	"Clear Creek County, CO"	"08019"	"2015"	"2015"	"55-64 years"	"55-64"	16	1931	Unreliable
	"Clear Creek County, CO"	"08019"	"2015"	"2015"	"65-74 years"	"65-74"	12	1239	Unreliable
	"Clear Creek County, CO"	"08019"	"2015"	"2015"	"75-84 years"	"75-84"	11	394	Unreliable
	"Clear Creek County, CO"	"08019"	"2015"	"2015"	"85+ years"	"85+"	13	110	Unreliable
	"Clear Creek County, CO"	"08019"	"2016"	"2016"	"55-64 years"	"55-64"	11	1924	Unreliable
	"Clear Creek County, CO"	"08019"	"2016"	"2016"	"65-74 years"	"65-74"	13	1278	Unreliable
	"Clear Creek County, CO"	"08019"	"2016"	"2016"	"75-84 years"	"75-84"	16	392	Unreliable
	"Clear Creek County, CO"	"08019"	"2016"	"2016"	"85+ years"	"85+"	11	123	Unreliable
	"Clear Creek County, CO"	"08019"	"2017"	"2017"	"55-64 years"	"55-64"	12	1879	Unreliable
	"Clear Creek County, CO"	"08019"	"2017"	"2017"	"65-74 years"	"65-74"	10	1308	Unreliable
	"Clear Creek County, CO"	"08019"	"2017"	"2017"	"75-84 years"	"75-84"	10	417	Unreliable
	"Clear Creek County, CO"	"08019"	"2017"	"2017"	"85+ years"	"85+"	18	127	Unreliable
	"Conejos County, CO"	"08021"	"1999"	"1999"	"55-64 years"	"55-64"	10	710	Unreliable
	"Conejos County, CO"	"08021"	"1999"	"1999"	"75-84 years"	"75-84"	20	400	5000.0
	"Conejos County, CO"	"08021"	"1999"	"1999"	"85+ years"	"85+"	21	146	14383.6
	"Conejos County, CO"	"08021"	"2000"	"2000"	"65-74 years"	"65-74"	22	700	3142.9
	"Conejos County, CO"	"08021"	"2000"	"2000"	"75-84 years"	"75-84"	24	411	5839.4
	"Conejos County, CO"	"08021"	"2000"	"2000"	"85+ years"	"85+"	25	147	17006.8
	"Conejos County, CO"	"08021"	"2001"	"2001"	"65-74 years"	"65-74"	16	697	Unreliable
	"Conejos County, CO"	"08021"	"2001"	"2001"	"75-84 years"	"75-84"	20	430	4651.2
	"Conejos County, CO"	"08021"	"2001"	"2001"	"85+ years"	"85+"	22	146	15068.5
	"Conejos County, CO"	"08021"	"2002"	"2002"	"65-74 years"	"65-74"	15	695	Unreliable
	"Conejos County, CO"	"08021"	"2002"	"2002"	"75-84 years"	"75-84"	18	433	Unreliable
	"Conejos County, CO"	"08021"	"2002"	"2002"	"85+ years"	"85+"	19	142	Unreliable
	"Conejos County, CO"	"08021"	"2003"	"2003"	"55-64 years"	"55-64"	15	828	Unreliable
	"Conejos County, CO"	"08021"	"2003"	"2003"	"65-74 years"	"65-74"	16	690	Unreliable
	"Conejos County, CO"	"08021"	"2003"	"2003"	"75-84 years"	"75-84"	23	462	4978.4
	"Conejos County, CO"	"08021"	"2003"	"2003"	"85+ years"	"85+"	12	155	Unreliable
	"Conejos County, CO"	"08021"	"2004"	"2004"	"65-74 years"	"65-74"	10	699	Unreliable
	"Conejos County, CO"	"08021"	"2004"	"2004"	"75-84 years"	"75-84"	21	461	4555.3
	"Conejos County, CO"	"08021"	"2004"	"2004"	"85+ years"	"85+"	19	169	Unreliable
	"Conejos County, CO"	"08021"	"2005"	"2005"	"75-84 years"	"75-84"	17	426	Unreliable
	"Conejos County, CO"	"08021"	"2005"	"2005"	"85+ years"	"85+"	24	176	13636.4
	"Conejos County, CO"	"08021"	"2006"	"2006"	"75-84 years"	"75-84"	18	405	Unreliable
	"Conejos County, CO"	"08021"	"2006"	"2006"	"85+ years"	"85+"	15	178	Unreliable
	"Conejos County, CO"	"08021"	"2007"	"2007"	"75-84 years"	"75-84"	30	399	7518.8
	"Conejos County, CO"	"08021"	"2007"	"2007"	"85+ years"	"85+"	28	182	15384.6
	"Conejos County, CO"	"08021"	"2008"	"2008"	"75-84 years"	"75-84"	26	386	6735.8
	"Conejos County, CO"	"08021"	"2008"	"2008"	"85+ years"	"85+"	25	168	14881.0
	"Conejos County, CO"	"08021"	"2009"	"2009"	"65-74 years"	"65-74"	13	670	Unreliable
	"Conejos County, CO"	"08021"	"2009"	"2009"	"75-84 years"	"75-84"	21	427	4918.0
	"Conejos County, CO"	"08021"	"2009"	"2009"	"85+ years"	"85+"	21	160	13125.0
	"Conejos County, CO"	"08021"	"2010"	"2010"	"65-74 years"	"65-74"	16	668	Unreliable
	"Conejos County, CO"	"08021"	"2010"	"2010"	"75-84 years"	"75-84"	29	427	6791.6
	"Conejos County, CO"	"08021"	"2010"	"2010"	"85+ years"	"85+"	17	159	Unreliable
	"Conejos County, CO"	"08021"	"2011"	"2011"	"55-64 years"	"55-64"	10	1144	Unreliable
	"Conejos County, CO"	"08021"	"2011"	"2011"	"65-74 years"	"65-74"	10	691	Unreliable
	"Conejos County, CO"	"08021"	"2011"	"2011"	"75-84 years"	"75-84"	30	451	6651.9
	"Conejos County, CO"	"08021"	"2011"	"2011"	"85+ years"	"85+"	20	150	13333.3
	"Conejos County, CO"	"08021"	"2012"	"2012"	"55-64 years"	"55-64"	14	1144	Unreliable
	"Conejos County, CO"	"08021"	"2012"	"2012"	"65-74 years"	"65-74"	12	748	Unreliable
	"Conejos County, CO"	"08021"	"2012"	"2012"	"75-84 years"	"75-84"	24	463	5183.6
	"Conejos County, CO"	"08021"	"2012"	"2012"	"85+ years"	"85+"	31	152	20394.7
	"Conejos County, CO"	"08021"	"2013"	"2013"	"75-84 years"	"75-84"	24	452	5309.7
	"Conejos County, CO"	"08021"	"2013"	"2013"	"85+ years"	"85+"	26	151	17218.5
	"Conejos County, CO"	"08021"	"2014"	"2014"	"65-74 years"	"65-74"	13	804	Unreliable
	"Conejos County, CO"	"08021"	"2014"	"2014"	"75-84 years"	"75-84"	25	488	5123.0
	"Conejos County, CO"	"08021"	"2014"	"2014"	"85+ years"	"85+"	29	143	20279.7
	"Conejos County, CO"	"08021"	"2015"	"2015"	"55-64 years"	"55-64"	14	1162	Unreliable
	"Conejos County, CO"	"08021"	"2015"	"2015"	"65-74 years"	"65-74"	13	843	Unreliable
	"Conejos County, CO"	"08021"	"2015"	"2015"	"75-84 years"	"75-84"	26	477	5450.7
	"Conejos County, CO"	"08021"	"2015"	"2015"	"85+ years"	"85+"	30	144	20833.3
	"Conejos County, CO"	"08021"	"2016"	"2016"	"55-64 years"	"55-64"	12	1138	Unreliable
	"Conejos County, CO"	"08021"	"2016"	"2016"	"65-74 years"	"65-74"	12	861	Unreliable
	"Conejos County, CO"	"08021"	"2016"	"2016"	"75-84 years"	"75-84"	22	493	4462.5
	"Conejos County, CO"	"08021"	"2016"	"2016"	"85+ years"	"85+"	21	143	14685.3
	"Conejos County, CO"	"08021"	"2017"	"2017"	"65-74 years"	"65-74"	19	915	Unreliable
	"Conejos County, CO"	"08021"	"2017"	"2017"	"75-84 years"	"75-84"	18	477	Unreliable
	"Conejos County, CO"	"08021"	"2017"	"2017"	"85+ years"	"85+"	25	157	15923.6
	"Costilla County, CO"	"08023"	"1999"	"1999"	"85+ years"	"85+"	11	57	Unreliable
	"Costilla County, CO"	"08023"	"2000"	"2000"	"75-84 years"	"75-84"	11	202	Unreliable
	"Costilla County, CO"	"08023"	"2001"	"2001"	"75-84 years"	"75-84"	15	211	Unreliable
	"Costilla County, CO"	"08023"	"2003"	"2003"	"85+ years"	"85+"	14	61	Unreliable
	"Costilla County, CO"	"08023"	"2004"	"2004"	"85+ years"	"85+"	11	66	Unreliable
	"Costilla County, CO"	"08023"	"2005"	"2005"	"85+ years"	"85+"	11	63	Unreliable
	"Costilla County, CO"	"08023"	"2006"	"2006"	"85+ years"	"85+"	10	70	Unreliable
	"Costilla County, CO"	"08023"	"2008"	"2008"	"75-84 years"	"75-84"	11	211	Unreliable
	"Costilla County, CO"	"08023"	"2011"	"2011"	"85+ years"	"85+"	10	70	Unreliable
	"Costilla County, CO"	"08023"	"2012"	"2012"	"75-84 years"	"75-84"	12	258	Unreliable
	"Costilla County, CO"	"08023"	"2012"	"2012"	"85+ years"	"85+"	13	67	Unreliable
	"Costilla County, CO"	"08023"	"2013"	"2013"	"55-64 years"	"55-64"	13	642	Unreliable
	"Costilla County, CO"	"08023"	"2013"	"2013"	"75-84 years"	"75-84"	13	266	Unreliable
	"Costilla County, CO"	"08023"	"2014"	"2014"	"75-84 years"	"75-84"	12	264	Unreliable
	"Costilla County, CO"	"08023"	"2015"	"2015"	"55-64 years"	"55-64"	10	628	Unreliable
	"Costilla County, CO"	"08023"	"2015"	"2015"	"85+ years"	"85+"	12	87	Unreliable
	"Costilla County, CO"	"08023"	"2017"	"2017"	"85+ years"	"85+"	11	87	Unreliable
	"Crowley County, CO"	"08025"	"1999"	"1999"	"75-84 years"	"75-84"	12	199	Unreliable
	"Crowley County, CO"	"08025"	"2000"	"2000"	"75-84 years"	"75-84"	16	201	Unreliable
	"Crowley County, CO"	"08025"	"2001"	"2001"	"65-74 years"	"65-74"	10	312	Unreliable
	"Crowley County, CO"	"08025"	"2001"	"2001"	"75-84 years"	"75-84"	11	173	Unreliable
	"Crowley County, CO"	"08025"	"2001"	"2001"	"85+ years"	"85+"	14	91	Unreliable
	"Crowley County, CO"	"08025"	"2002"	"2002"	"65-74 years"	"65-74"	15	316	Unreliable
	"Crowley County, CO"	"08025"	"2002"	"2002"	"85+ years"	"85+"	13	97	Unreliable
	"Crowley County, CO"	"08025"	"2003"	"2003"	"75-84 years"	"75-84"	16	190	Unreliable
	"Crowley County, CO"	"08025"	"2003"	"2003"	"85+ years"	"85+"	12	94	Unreliable
	"Crowley County, CO"	"08025"	"2004"	"2004"	"85+ years"	"85+"	20	94	21276.6
	"Crowley County, CO"	"08025"	"2005"	"2005"	"85+ years"	"85+"	17	79	Unreliable
	"Crowley County, CO"	"08025"	"2006"	"2006"	"65-74 years"	"65-74"	11	321	Unreliable
	"Crowley County, CO"	"08025"	"2006"	"2006"	"75-84 years"	"75-84"	13	174	Unreliable
	"Crowley County, CO"	"08025"	"2006"	"2006"	"85+ years"	"85+"	12	76	Unreliable
	"Crowley County, CO"	"08025"	"2007"	"2007"	"75-84 years"	"75-84"	11	181	Unreliable
	"Crowley County, CO"	"08025"	"2008"	"2008"	"75-84 years"	"75-84"	13	168	Unreliable
	"Crowley County, CO"	"08025"	"2008"	"2008"	"85+ years"	"85+"	15	81	Unreliable
	"Crowley County, CO"	"08025"	"2009"	"2009"	"65-74 years"	"65-74"	10	335	Unreliable
	"Crowley County, CO"	"08025"	"2009"	"2009"	"85+ years"	"85+"	13	85	Unreliable
	"Crowley County, CO"	"08025"	"2011"	"2011"	"75-84 years"	"75-84"	15	195	Unreliable
	"Crowley County, CO"	"08025"	"2011"	"2011"	"85+ years"	"85+"	11	76	Unreliable
	"Crowley County, CO"	"08025"	"2012"	"2012"	"85+ years"	"85+"	11	82	Unreliable
	"Crowley County, CO"	"08025"	"2013"	"2013"	"65-74 years"	"65-74"	12	423	Unreliable
	"Crowley County, CO"	"08025"	"2014"	"2014"	"75-84 years"	"75-84"	11	197	Unreliable
	"Crowley County, CO"	"08025"	"2015"	"2015"	"75-84 years"	"75-84"	14	194	Unreliable
	"Crowley County, CO"	"08025"	"2015"	"2015"	"85+ years"	"85+"	14	95	Unreliable
	"Crowley County, CO"	"08025"	"2016"	"2016"	"65-74 years"	"65-74"	11	427	Unreliable
	"Crowley County, CO"	"08025"	"2016"	"2016"	"75-84 years"	"75-84"	11	196	Unreliable
	"Crowley County, CO"	"08025"	"2016"	"2016"	"85+ years"	"85+"	13	92	Unreliable
	"Crowley County, CO"	"08025"	"2017"	"2017"	"65-74 years"	"65-74"	15	468	Unreliable
	"Crowley County, CO"	"08025"	"2017"	"2017"	"85+ years"	"85+"	12	90	Unreliable
	"Custer County, CO"	"08027"	"2004"	"2004"	"75-84 years"	"75-84"	10	182	Unreliable
	"Custer County, CO"	"08027"	"2008"	"2008"	"85+ years"	"85+"	10	46	Unreliable
	"Custer County, CO"	"08027"	"2009"	"2009"	"85+ years"	"85+"	12	49	Unreliable
	"Custer County, CO"	"08027"	"2010"	"2010"	"75-84 years"	"75-84"	11	269	Unreliable
	"Custer County, CO"	"08027"	"2010"	"2010"	"85+ years"	"85+"	10	49	Unreliable
	"Custer County, CO"	"08027"	"2011"	"2011"	"75-84 years"	"75-84"	10	277	Unreliable
	"Custer County, CO"	"08027"	"2012"	"2012"	"65-74 years"	"65-74"	12	762	Unreliable
	"Custer County, CO"	"08027"	"2012"	"2012"	"75-84 years"	"75-84"	12	282	Unreliable
	"Custer County, CO"	"08027"	"2013"	"2013"	"75-84 years"	"75-84"	12	276	Unreliable
	"Custer County, CO"	"08027"	"2013"	"2013"	"85+ years"	"85+"	11	74	Unreliable
	"Custer County, CO"	"08027"	"2014"	"2014"	"65-74 years"	"65-74"	13	891	Unreliable
	"Custer County, CO"	"08027"	"2015"	"2015"	"75-84 years"	"75-84"	10	326	Unreliable
	"Custer County, CO"	"08027"	"2015"	"2015"	"85+ years"	"85+"	10	84	Unreliable
	"Custer County, CO"	"08027"	"2016"	"2016"	"65-74 years"	"65-74"	12	988	Unreliable
	"Custer County, CO"	"08027"	"2017"	"2017"	"65-74 years"	"65-74"	15	1087	Unreliable
