"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Dauphin County, PA"	"42043"	"Nov., 2010"	"2010/11"	11	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Dec., 2010"	"2010/12"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Jan., 2010"	"2010/01"	69	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Feb., 2010"	"2010/02"	52	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Mar., 2010"	"2010/03"	41	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Apr., 2010"	"2010/04"	43	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"May, 2010"	"2010/05"	43	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Jun., 2010"	"2010/06"	47	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Jul., 2010"	"2010/07"	41	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Aug., 2010"	"2010/08"	33	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Sep., 2010"	"2010/09"	33	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Oct., 2010"	"2010/10"	40	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Nov., 2010"	"2010/11"	48	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Dec., 2010"	"2010/12"	57	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Jan., 2010"	"2010/01"	24	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Feb., 2010"	"2010/02"	29	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Mar., 2010"	"2010/03"	32	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Apr., 2010"	"2010/04"	27	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"May, 2010"	"2010/05"	16	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Jul., 2010"	"2010/07"	17	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Aug., 2010"	"2010/08"	16	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Sep., 2010"	"2010/09"	15	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Oct., 2010"	"2010/10"	28	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Nov., 2010"	"2010/11"	24	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Dec., 2010"	"2010/12"	20	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Jan., 2010"	"2010/01"	17	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Feb., 2010"	"2010/02"	13	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Mar., 2010"	"2010/03"	17	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Apr., 2010"	"2010/04"	17	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Jul., 2010"	"2010/07"	16	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Aug., 2010"	"2010/08"	16	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Dec., 2010"	"2010/12"	17	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Jan., 2010"	"2010/01"	14	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Feb., 2010"	"2010/02"	14	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"May, 2010"	"2010/05"	15	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Sep., 2010"	"2010/09"	15	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Dec., 2010"	"2010/12"	17	Not Applicable	Not Applicable
	"Greene County, PA"	"42059"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Indiana County, PA"	"42063"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Indiana County, PA"	"42063"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Indiana County, PA"	"42063"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Indiana County, PA"	"42063"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Jan., 2010"	"2010/01"	19	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Feb., 2010"	"2010/02"	24	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Mar., 2010"	"2010/03"	25	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Apr., 2010"	"2010/04"	23	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"May, 2010"	"2010/05"	20	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Jun., 2010"	"2010/06"	20	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Jul., 2010"	"2010/07"	15	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Aug., 2010"	"2010/08"	17	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Sep., 2010"	"2010/09"	25	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Oct., 2010"	"2010/10"	26	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Dec., 2010"	"2010/12"	22	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Jan., 2010"	"2010/01"	33	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Feb., 2010"	"2010/02"	34	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Mar., 2010"	"2010/03"	43	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Apr., 2010"	"2010/04"	34	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"May, 2010"	"2010/05"	25	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Jun., 2010"	"2010/06"	31	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Jul., 2010"	"2010/07"	20	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Aug., 2010"	"2010/08"	22	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Sep., 2010"	"2010/09"	25	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Oct., 2010"	"2010/10"	22	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Nov., 2010"	"2010/11"	32	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Dec., 2010"	"2010/12"	30	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Feb., 2010"	"2010/02"	13	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"May, 2010"	"2010/05"	19	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Jun., 2010"	"2010/06"	10	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Jul., 2010"	"2010/07"	11	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Dec., 2010"	"2010/12"	11	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Jan., 2010"	"2010/01"	28	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Feb., 2010"	"2010/02"	17	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Mar., 2010"	"2010/03"	26	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Apr., 2010"	"2010/04"	31	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"May, 2010"	"2010/05"	24	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Jun., 2010"	"2010/06"	20	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Jul., 2010"	"2010/07"	19	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Aug., 2010"	"2010/08"	20	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Sep., 2010"	"2010/09"	19	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Oct., 2010"	"2010/10"	19	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Nov., 2010"	"2010/11"	28	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Dec., 2010"	"2010/12"	26	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Jan., 2010"	"2010/01"	30	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Feb., 2010"	"2010/02"	36	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Mar., 2010"	"2010/03"	29	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Apr., 2010"	"2010/04"	31	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"May, 2010"	"2010/05"	32	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Jun., 2010"	"2010/06"	18	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Jul., 2010"	"2010/07"	28	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Aug., 2010"	"2010/08"	24	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Sep., 2010"	"2010/09"	19	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Oct., 2010"	"2010/10"	29	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Nov., 2010"	"2010/11"	22	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Dec., 2010"	"2010/12"	32	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Feb., 2010"	"2010/02"	12	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Mar., 2010"	"2010/03"	15	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"May, 2010"	"2010/05"	13	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Jul., 2010"	"2010/07"	15	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Sep., 2010"	"2010/09"	12	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Oct., 2010"	"2010/10"	23	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Dec., 2010"	"2010/12"	11	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Jan., 2010"	"2010/01"	12	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Feb., 2010"	"2010/02"	18	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Mar., 2010"	"2010/03"	15	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Apr., 2010"	"2010/04"	18	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"May, 2010"	"2010/05"	16	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Aug., 2010"	"2010/08"	14	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Nov., 2010"	"2010/11"	11	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Dec., 2010"	"2010/12"	13	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Feb., 2010"	"2010/02"	10	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Sep., 2010"	"2010/09"	14	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Oct., 2010"	"2010/10"	10	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Dec., 2010"	"2010/12"	12	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jan., 2010"	"2010/01"	61	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Feb., 2010"	"2010/02"	61	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Mar., 2010"	"2010/03"	53	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Apr., 2010"	"2010/04"	51	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"May, 2010"	"2010/05"	44	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jun., 2010"	"2010/06"	58	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jul., 2010"	"2010/07"	46	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Aug., 2010"	"2010/08"	53	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Sep., 2010"	"2010/09"	42	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Oct., 2010"	"2010/10"	49	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Nov., 2010"	"2010/11"	54	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Dec., 2010"	"2010/12"	59	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jan., 2010"	"2010/01"	27	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Feb., 2010"	"2010/02"	18	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Mar., 2010"	"2010/03"	20	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Apr., 2010"	"2010/04"	18	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"May, 2010"	"2010/05"	20	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jun., 2010"	"2010/06"	22	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jul., 2010"	"2010/07"	20	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Aug., 2010"	"2010/08"	15	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Sep., 2010"	"2010/09"	16	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Oct., 2010"	"2010/10"	23	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Nov., 2010"	"2010/11"	16	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Dec., 2010"	"2010/12"	21	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"May, 2010"	"2010/05"	14	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Sep., 2010"	"2010/09"	20	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Oct., 2010"	"2010/10"	16	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jan., 2010"	"2010/01"	119	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Feb., 2010"	"2010/02"	92	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Mar., 2010"	"2010/03"	81	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Apr., 2010"	"2010/04"	69	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"May, 2010"	"2010/05"	102	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jun., 2010"	"2010/06"	72	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jul., 2010"	"2010/07"	87	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Aug., 2010"	"2010/08"	71	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Sep., 2010"	"2010/09"	61	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Oct., 2010"	"2010/10"	108	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Nov., 2010"	"2010/11"	81	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Dec., 2010"	"2010/12"	107	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Feb., 2010"	"2010/02"	13	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Mar., 2010"	"2010/03"	19	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Apr., 2010"	"2010/04"	15	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"May, 2010"	"2010/05"	16	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Jun., 2010"	"2010/06"	12	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Jul., 2010"	"2010/07"	13	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Sep., 2010"	"2010/09"	12	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Nov., 2010"	"2010/11"	12	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Dec., 2010"	"2010/12"	15	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Jul., 2010"	"2010/07"	14	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Jan., 2010"	"2010/01"	23	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Feb., 2010"	"2010/02"	27	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Mar., 2010"	"2010/03"	26	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Apr., 2010"	"2010/04"	19	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"May, 2010"	"2010/05"	17	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Jun., 2010"	"2010/06"	19	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Jul., 2010"	"2010/07"	12	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Sep., 2010"	"2010/09"	18	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Nov., 2010"	"2010/11"	21	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Dec., 2010"	"2010/12"	22	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Jan., 2010"	"2010/01"	30	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Feb., 2010"	"2010/02"	45	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Mar., 2010"	"2010/03"	54	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Apr., 2010"	"2010/04"	34	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"May, 2010"	"2010/05"	18	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Jun., 2010"	"2010/06"	22	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Jul., 2010"	"2010/07"	23	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Aug., 2010"	"2010/08"	33	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Sep., 2010"	"2010/09"	25	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Oct., 2010"	"2010/10"	36	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Nov., 2010"	"2010/11"	24	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Dec., 2010"	"2010/12"	40	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Jan., 2010"	"2010/01"	21	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Feb., 2010"	"2010/02"	20	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Mar., 2010"	"2010/03"	34	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Apr., 2010"	"2010/04"	37	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"May, 2010"	"2010/05"	36	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Jun., 2010"	"2010/06"	22	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Jul., 2010"	"2010/07"	27	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Aug., 2010"	"2010/08"	26	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Sep., 2010"	"2010/09"	20	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Oct., 2010"	"2010/10"	28	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Nov., 2010"	"2010/11"	31	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"Dec., 2010"	"2010/12"	22	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Feb., 2010"	"2010/02"	20	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Mar., 2010"	"2010/03"	19	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Apr., 2010"	"2010/04"	19	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"May, 2010"	"2010/05"	17	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Jun., 2010"	"2010/06"	18	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Jul., 2010"	"2010/07"	11	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Sep., 2010"	"2010/09"	12	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Oct., 2010"	"2010/10"	17	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Nov., 2010"	"2010/11"	15	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	"Dec., 2010"	"2010/12"	21	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Jan., 2010"	"2010/01"	52	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Feb., 2010"	"2010/02"	29	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Mar., 2010"	"2010/03"	46	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Apr., 2010"	"2010/04"	33	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"May, 2010"	"2010/05"	44	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Jun., 2010"	"2010/06"	41	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Jul., 2010"	"2010/07"	50	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Aug., 2010"	"2010/08"	38	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Sep., 2010"	"2010/09"	41	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Oct., 2010"	"2010/10"	49	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Nov., 2010"	"2010/11"	39	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"Dec., 2010"	"2010/12"	47	Not Applicable	Not Applicable
	"Washington County, RI"	"44009"	"Feb., 2010"	"2010/02"	13	Not Applicable	Not Applicable
	"Washington County, RI"	"44009"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Washington County, RI"	"44009"	"Jul., 2010"	"2010/07"	12	Not Applicable	Not Applicable
	"Washington County, RI"	"44009"	"Oct., 2010"	"2010/10"	10	Not Applicable	Not Applicable
	"Washington County, RI"	"44009"	"Dec., 2010"	"2010/12"	14	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	"Mar., 2010"	"2010/03"	15	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	"Apr., 2010"	"2010/04"	14	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	"May, 2010"	"2010/05"	14	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Jan., 2010"	"2010/01"	22	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Feb., 2010"	"2010/02"	14	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Mar., 2010"	"2010/03"	23	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"May, 2010"	"2010/05"	16	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Jun., 2010"	"2010/06"	16	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Jul., 2010"	"2010/07"	11	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Aug., 2010"	"2010/08"	19	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Sep., 2010"	"2010/09"	22	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Nov., 2010"	"2010/11"	18	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	"Dec., 2010"	"2010/12"	18	Not Applicable	Not Applicable
	"Beaufort County, SC"	"45013"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"Beaufort County, SC"	"45013"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Beaufort County, SC"	"45013"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
